wiI7pd,comentarios_traducidos,polaridad,etiquetas_TB
no  existe desorden total los doctores prometen cirugias en una hora y luego no cumplen nadien te da razon te tienen dias y tras dias  y ademas  de la sala esperan materiales para las operaciones que no,"Very poor medical care in the urology specialty. They changed my date for the 3rd time. This time they reassigned me to
date 20231003",-0.17333333333333334,negativo
en este momento en el piso se encuentran con aire acondicionado prendido cuando la temperatura es tan baja que se están congelando  no apagan los aires se ha pedido a enfermería  que informe a mantenimiento que los apaguen porque es,"At this moment on the floor they have air conditioning on when the temperature is so low that they are freezing they do not turn off the air conditioning, the infirmary has been asked to inform maintenance to turn it off because it is",0.0,neutro
y para que ponen un numero que ni timbra,and why do they put a number that doesn't even ring?,0.0,neutro
excelente hospital con un amplio parqueadero queda al frente de la parada calzado del trole tiene acceso para personas con sillas de ruedas la atencion es muy buena,"Clean hospital, very well equipped in the different areas, most of the staff is friendly, it has parking located in front across the pedestrian bridge, in short, taxes well spent",0.19166666666666665,positivo
hospital limpiomuy bien equipado en las distintas áreas la mayoría del personal es amable cuenta con parqueadero ubicado al frente cruzando el puente peatonal en definitiva impuestos bien invertidos,the people on the night shift very good job the people on the day shift rubbish three different diagnoses in 8 hours none of them take the trouble to read the medical history they don't care about leaving the patients and,0.1775,positivo
la gente del turno de la noche muy buen trabajo la gente del turno diurno una basura tres diagnósticos distintos en 8 horas ninguno se toma la molestia de leer la historia clínica no les preocupa dejarles a los pacientes  y,"6 months ago my daughter cut her fingers with some cans so they had to suture several stitches but for safety they also had to give her an injection against tetanus, the attention of the nurses who were very unfortunate",-0.325,negativo
pésima atención por parte de una señorita que está en el área de terapias hoy me acerque a entregar documentación para terapia del lenguaje y lo que me respondió que ahí no me ayudan con el turno que me vaya al iess de chimbacalle cuando,I have been well cared for by the pharmacy staff and the government must demand that they pay the debt and that the care for family members and peasant insurance be reviewed.,0.0,neutro
hace 6 meses mi hija  se corto los deditos con unas latas por lo que tuvieron que suturarla varios puntos pero por seguridad también tenían que ponerle una inyección contra el tétanos muy lamentable la atención de las enfermeras que,"A definitely bad place never has doctors and worse medicine. They are paid on time for excellent care and if the care is not even bad, why is it disgusting? If they need to be treated, go to another place here.",-0.36,negativo
"un hospital muy moderno con una infraestructura de alta tecnología
son 5 torres con ascensor salas de espera
médicos enfermeras camilleros personal de logística y administrativos son muy","Terrible care, rude, ill-mannered, and arrogant staff. Nurses do not do any work for the patients from the moment they are admitted. They spend hours and hours and the patient leaves just as he is. He was admitted injured and hurt.
010 Terrible public service. The money we contribute is in vain.",-0.575,negativo
"pésima atención personal mal educado grosero y prepotente enfermeras no hacen ningún trabajo por los pacientes desde q ingresan duran horas y horas y el paciente sale tal cual ingreso  herido lastimado
010 pésimo el servicio público el dinero q aportamos es en vano","Unfortunately, despite having all the equipment required, my husband was unable to detect appendicitis and was discharged from the hospital, ordering him to take only oral serum. The pain barely left the hospital.",-0.25,negativo
un lugar definitivamente malo  jamás tienen médicos y peor medicina se les paga puntual para una atención de excelencia  y si atención no llega ni mala por qué es un asco si necesitan ser atendido vallan a otro lugar aquí les,"Excellent hospital with a large parking lot, it is located in front of the trolley bus stop, it has access for people in wheelchairs, the service is very good",0.708095238095238,positivo
a mi me han atendido bien tanto el personal  en farmacia al gobierno hay que exigir qué pague la deuda y que se revise la atención a familiares y seguro campesino,"In the emergency room, mom lasted 3 days, they knew that my mother had cancer since she arrived and instead of referring me to a hospital with an oncologist, they admitted me here. If an oncologist reads this and is safe, they should know that diagnosing cancer with a site and biopsy",0.5,positivo
lastimosamente tengo  que a pesar de poseer todos los equipos requeridos a mi esposo no pudieron detectarle una apendicitis y le dieron el alta medica mandandole a tomar solo suero oral a penas salio del hospital el dolor,"They do not answer the conventional hospital number, terrible service",-0.5714285714285714,negativo
en emergencias mamá duro 3 días sabían q mi madre tenía cáncer desde que llegó y en  vez de derivar  a un hospital con oncólogo me dieron entrada aquí si un oncólogo lee esto y es del seguro sepan que diagnosticar cáncer con lugar y biopsia,"Thank God, today my brother-in-law left that terrible place on the fourth floor of geriatrics, the nurses with a lack of humanity, education, it is a floor where there are older adults who deserve a lot of consideration and, above all, patience.",-0.16666666666666669,negativo
