wiI7pd,comentarios_traducidos,clasificacion
hace 6 meses mi hija  se corto los deditos con unas latas por lo que tuvieron que suturarla varios puntos pero por seguridad también tenían que ponerle una inyección contra el tétanos muy lamentable la atención de las enfermeras que,"I was there for 2 hours just to do a healing, something seems wrong to me",negativo
"un hospital muy moderno con una infraestructura de alta tecnología
son 5 torres con ascensor salas de espera
médicos enfermeras camilleros personal de logística y administrativos son muy",I have been well cared for by the pharmacy staff and the government must demand that they pay the debt and that the care for family members and peasant insurance be reviewed.,neutro
"pésima atención personal mal educado grosero y prepotente enfermeras no hacen ningún trabajo por los pacientes desde q ingresan duran horas y horas y el paciente sale tal cual ingreso  herido lastimado
010 pésimo el servicio público el dinero q aportamos es en vano","A definitely bad place never has doctors and worse medicine. They are paid on time for excellent care and if the care is not even bad, why is it disgusting? If they need to be treated, go to another place here.",negativo
un lugar definitivamente malo  jamás tienen médicos y peor medicina se les paga puntual para una atención de excelencia  y si atención no llega ni mala por qué es un asco si necesitan ser atendido vallan a otro lugar aquí les,"Unfortunately, despite having all the equipment required, my husband was unable to detect appendicitis and was discharged from the hospital, ordering him to take only oral serum. The pain barely left the hospital.",negativo
a mi me han atendido bien tanto el personal  en farmacia al gobierno hay que exigir qué pague la deuda y que se revise la atención a familiares y seguro campesino,"In the emergency room, mom lasted 3 days, they knew that my mother had cancer since she arrived and instead of referring me to a hospital with an oncologist, they admitted me here. If an oncologist reads this and is safe, they should know that diagnosing cancer with a site and biopsy",positivo
lastimosamente tengo  que a pesar de poseer todos los equipos requeridos a mi esposo no pudieron detectarle una apendicitis y le dieron el alta medica mandandole a tomar solo suero oral a penas salio del hospital el dolor,"They do not answer the conventional hospital number, terrible service",negativo
en emergencias mamá duro 3 días sabían q mi madre tenía cáncer desde que llegó y en  vez de derivar  a un hospital con oncólogo me dieron entrada aquí si un oncólogo lee esto y es del seguro sepan que diagnosticar cáncer con lugar y biopsia,"Thank God, today my brother-in-law left that terrible place on the fourth floor of geriatrics, the nurses with a lack of humanity, education, it is a floor where there are older adults who deserve a lot of consideration and, above all, patience.",negativo
no contestan el numero convencional del hospital pesimo servicio,6 months ago my daughter cut her fingers with some cans so they had to suture her several times but for safety they also had to give her a tetanus injection. The care of the nurses was very regrettable.,positivo
gracias a dios hoy salió mi cuñado de ese pesimo lugar del cuarto piso de geriatría las enfermeras con falta de humanidad educación es un piso donde están adultos mayores quienes merecen mucha consideración y sobre todo paciencia,"a very modern hospital with high-tech infrastructure
There are 5 towers with elevator waiting rooms
doctors, nurses, orderlies, logistics and administrative staff are very",positivo
no tienen insumos médicos no hay camillas ni ambulancias le sacaron en brazos a mi abuelita de emergencias por años pago el seguro para que ahora brinden una atención mediocre,"They do not have medical supplies, there are no stretchers or ambulances. They carried my grandmother out of the emergency room in my arms. For years, I paid the insurance so that now they provide mediocre care.",negativo
el hospital estatal más grande del país con infraestructura y profesionales de primer nivel atiende a todos los afiliados del sistema público de seguro social,The largest state hospital in the country with top-level infrastructure and professionals serves all members of the public social security system.,positivo
