wiI7pd,comentarios_traducidos
un lugar definitivamente malo  jamás tienen médicos y peor medicina se les paga puntual para una atención de excelencia  y si atención no llega ni mala por qué es un asco si necesitan ser atendido vallan a otro lugar aquí les,"Excellent hospital with a large parking lot, it is located in front of the trolley bus stop, it has access for people in wheelchairs, the service is very good"
a mi me han atendido bien tanto el personal  en farmacia al gobierno hay que exigir qué pague la deuda y que se revise la atención a familiares y seguro campesino,"In the emergency room, mom lasted 3 days, they knew that my mother had cancer since she arrived and instead of referring me to a hospital with an oncologist, they admitted me here. If an oncologist reads this and is safe, they should know that diagnosing cancer with a site and biopsy"
lastimosamente tengo  que a pesar de poseer todos los equipos requeridos a mi esposo no pudieron detectarle una apendicitis y le dieron el alta medica mandandole a tomar solo suero oral a penas salio del hospital el dolor,"They do not answer the conventional hospital number, terrible service"
en emergencias mamá duro 3 días sabían q mi madre tenía cáncer desde que llegó y en  vez de derivar  a un hospital con oncólogo me dieron entrada aquí si un oncólogo lee esto y es del seguro sepan que diagnosticar cáncer con lugar y biopsia,"Thank God, today my brother-in-law left that terrible place on the fourth floor of geriatrics, the nurses with a lack of humanity, education, it is a floor where there are older adults who deserve a lot of consideration and, above all, patience."
no contestan el numero convencional del hospital pesimo servicio,Terrible attention from a young lady who is in the therapy area today I went to deliver documentation for speech therapy and what she told me was that they would not help me with the appointment that I should go to the IESS in Chimbacalle when
gracias a dios hoy salió mi cuñado de ese pesimo lugar del cuarto piso de geriatría las enfermeras con falta de humanidad educación es un piso donde están adultos mayores quienes merecen mucha consideración y sobre todo paciencia,"a very modern hospital with high-tech infrastructure
There are 5 towers with elevator waiting rooms
doctors, nurses, orderlies, logistics and administrative staff are very"
no tienen insumos médicos no hay camillas ni ambulancias le sacaron en brazos a mi abuelita de emergencias por años pago el seguro para que ahora brinden una atención mediocre,The largest state hospital in the country with top-level infrastructure and professionals serves all members of the public social security system.
el hospital estatal más grande del país con infraestructura y profesionales de primer nivel atiende a todos los afiliados del sistema público de seguro social,"They do not have medical supplies, there are no stretchers or ambulances. They carried my grandmother out of the emergency room in my arms. For years, I paid the insurance so that now they provide mediocre care."
"cuenta con una infraestructura grande y moderna pero la atención es pésima el personal parece no estar bien capacitado y hay 
es una pena porque da una mala imagen de la salud pública hay centros médicos y hospitales del iess que si dan una buena atención","It has a large and modern infrastructure but the service is terrible, the staff does not seem to be well trained and there are 
It's a shame because it gives a bad image of public health. There are IESS medical centers and hospitals that do provide good care."
es un hospital con infraestructura impresionante que dejó establecida rafael correa la amabilidad de los doctores enfermeras y de servicios es excelente una lástima que el personal de aseo y limpieza estén impagos 3 mesesojalá alguien lo solucione,"It is a hospital with impressive infrastructure that Rafael Correa established. The kindness of the doctors, nurses and services is excellent. It is a shame that the cleaning and cleaning staff have been unpaid for 3 months. I hope someone will solve it."
