wiI7pd,comentarios_traducidos
el hospital estatal más grande del país con infraestructura y profesionales de primer nivel atiende a todos los afiliados del sistema público de seguro social,The largest state hospital in the country with infrastructure and top -level professionals attends all affiliates of the public social security system
"cuenta con una infraestructura grande y moderna pero la atención es pésima el personal parece no estar bien capacitado y hay 
es una pena porque da una mala imagen de la salud pública hay centros médicos y hospitales del iess que si dan una buena atención","It has a large and modern infrastructure but the attention is lousy, the staff seems not to be trained and there are
It is a shame because it gives a bad image of public health there are medical centers and hospitals of the IESS that do good care"
es un hospital con infraestructura impresionante que dejó establecida rafael correa la amabilidad de los doctores enfermeras y de servicios es excelente una lástima que el personal de aseo y limpieza estén impagos 3 mesesojalá alguien lo solucione,It is a hospital with impressive infrastructure that Rafael Correa left the kindness of nurses and services doctors is an excellent pity that cleaning and cleaning personnel are defaults 3 months I hope someone solves it
gran espacio de sala de espera,Great waiting room space
el hospital en si tiene deficiencias pero si cuenta con médicos excelentes agendar cita es terrible porque los turnos te dan cuando y no tienes dolencia pero vale la pena los profesionales que tiene,The hospital itself has deficiencies but it has excellent doctors appointment is terrible because the shifts give you when and you have no ailment but it is worth the professionals that you have
"el servicio de emergencia es malo los doctores piensan que uno les quiere engañar o estafar el trato malo y despectivo
sin embargo al ingresar al hospital la atención es excelente mejor que","The emergency service is bad doctors think that one wants to deceive or cheat the bad and derogatory treatment
However, when entering the hospital, attention is better than"
hoy visité el hospital iess excelente atención con profesionales de gran nivel muy satisfecho con el servicio afíliate y contribuye al crecimiento de la seguridad social en el ecuador,Today I visited the IESS Hospital Excellent attention with high -level professionals very satisfied with the Affiliate Service and contributes to the growth of Social Security in Ecuador
esperando mas de 1 mes para 1 cita medica con el especialista que vergüenza con el dinero que se aporta podría haber pagado a parte buen especialista,Waiting for more than 1 month for 1 medical appointment with the specialist who shames with the money that is provided could have paid part of a good specialist
si te atienden pero lo que hay en existencia te dan y lo que no tienen  de tu bolsillo que más toca gobernados por un bachiller,If they attend you but what is in existence give you and what they do not have of your pocket that touches the most governed by a bachelor
dice ser de los mejores hospitales por su infraestructura y atienden las emergencias en una carpa en el parqueadero que clase de atención es esa y en lluvias hasta la luz se va,He claims to be one of the best hospitals for their infrastructure and serve emergencies in a tent in the parking lot that kind of attention is that and in rains to the light it leaves
fui con una fuerte migraña y vómito me tuvieron esperando más de una hora en sala de espera supongo que esperaban que mis síntomas se agravaran para atenderme posterior tuve que salir y hacerme atender en un centro particular son lo peorsito que hay,I went with a strong migraine and vomit they had waiting for me more than an hour in the waiting room I suppose that they expected my symptoms to be aggravated to attend me later I had to go out and make me attend in a particular center are the worst thing there is
nose para que publican un pto numero de telefono si los van a tener apagados,Nose to publish a pto phone number if they are going to have them turned off
a nombre de mi hijo mateo santamaría quién fue operado de apendicitis en éste hospital debo agradecer por el profesionalismo y el buen trato de que fue objeto en los días que permaneció en ese lugar,On behalf of my son Mateo Santamaría who was operated on appendicitis in this hospital I must thank for professionalism and the good treatment that he was subject to the days he remained in that place
